nominal,data,curs,cdx
10000,2015-07-02,36.1876,Белорусский рубль
10000,2015-07-01,36.5813,Белорусский рубль
10000,2015-06-30,36.3734,Белорусский рубль
10000,2015-06-27,35.8018,Белорусский рубль
10000,2015-06-26,35.3988,Белорусский рубль
10000,2015-06-25,35.0451,Белорусский рубль
10000,2015-06-24,35.2688,Белорусский рубль
10000,2015-06-23,35.0045,Белорусский рубль
10000,2015-06-20,35.1638,Белорусский рубль
10000,2015-06-19,34.5067,Белорусский рубль
10000,2015-06-18,34.8867,Белорусский рубль
10000,2015-06-17,34.8651,Белорусский рубль
10000,2015-06-16,36.0051,Белорусский рубль
10000,2015-06-12,35.5235,Белорусский рубль
10000,2015-06-11,35.5986,Белорусский рубль
10000,2015-06-10,35.7824,Белорусский рубль
10000,2015-06-09,36.2741,Белорусский рубль
10000,2015-06-06,36.7623,Белорусский рубль
10000,2015-06-05,36.4781,Белорусский рубль
10000,2015-06-04,35.491,Белорусский рубль
10000,2015-06-03,35.8666,Белорусский рубль
10000,2015-06-02,35.332,Белорусский рубль
10000,2015-05-30,35.6112,Белорусский рубль
10000,2015-05-29,35.4513,Белорусский рубль
10000,2015-05-28,34.872,Белорусский рубль
10000,2015-05-27,34.765,Белорусский рубль
10000,2015-05-26,34.5539,Белорусский рубль
10000,2015-05-23,34.8183,Белорусский рубль
10000,2015-05-22,34.9094,Белорусский рубль
10000,2015-05-21,35.0647,Белорусский рубль
10000,2015-05-20,34.7546,Белорусский рубль
10000,2015-05-19,34.6602,Белорусский рубль
10000,2015-05-16,35.1575,Белорусский рубль
10000,2015-05-15,35.2658,Белорусский рубль
10000,2015-05-14,34.641,Белорусский рубль
10000,2015-05-13,35.2346,Белорусский рубль
10000,2015-05-09,35.4903,Белорусский рубль
10000,2015-05-08,35.3414,Белорусский рубль
10000,2015-05-07,35.0256,Белорусский рубль
10000,2015-05-06,35.8928,Белорусский рубль
10000,2015-05-01,35.8366,Белорусский рубль
10000,2015-04-30,35.9048,Белорусский рубль
10000,2015-04-29,36.1966,Белорусский рубль
10000,2015-04-28,35.9923,Белорусский рубль
10000,2015-04-25,35.0766,Белорусский рубль
10000,2015-04-24,35.5257,Белорусский рубль
10000,2015-04-23,37.3906,Белорусский рубль
10000,2015-04-22,37.7366,Белорусский рубль
10000,2015-04-21,36.0222,Белорусский рубль
10000,2015-04-18,35.3972,Белорусский рубль
10000,2015-04-17,34.8596,Белорусский рубль
10000,2015-04-16,35.317,Белорусский рубль
10000,2015-04-15,35.9688,Белорусский рубль
10000,2015-04-14,36.5437,Белорусский рубль
10000,2015-04-11,35.5873,Белорусский рубль
10000,2015-04-10,36.4878,Белорусский рубль
10000,2015-04-09,37.3244,Белорусский рубль
10000,2015-04-08,37.8992,Белорусский рубль
10000,2015-04-07,38.8427,Белорусский рубль
10000,2015-04-04,38.8722,Белорусский рубль
10000,2015-04-03,38.9012,Белорусский рубль
10000,2015-04-02,39.6963,Белорусский рубль
10000,2015-04-01,39.2177,Белорусский рубль
10000,2015-03-31,39.7716,Белорусский рубль
10000,2015-03-28,39.5397,Белорусский рубль
10000,2015-03-27,38.9152,Белорусский рубль
10000,2015-03-26,39.4419,Белорусский рубль
10000,2015-03-25,40.1167,Белорусский рубль
10000,2015-03-24,40.3018,Белорусский рубль
10000,2015-03-21,40.2913,Белорусский рубль
10000,2015-03-20,40.0206,Белорусский рубль
10000,2015-03-19,40.6684,Белорусский рубль
10000,2015-03-18,40.7597,Белорусский рубль
10000,2015-03-17,41.1587,Белорусский рубль
10000,2015-03-14,40.6071,Белорусский рубль
10000,2015-03-13,40.0391,Белорусский рубль
10000,2015-03-12,41.6476,Белорусский рубль
10000,2015-03-11,40.4433,Белорусский рубль
10000,2015-03-07,40.0626,Белорусский рубль
10000,2015-03-06,41.0253,Белорусский рубль
10000,2015-03-05,41.2497,Белорусский рубль
10000,2015-03-04,41.4385,Белорусский рубль
10000,2015-03-03,41.6219,Белорусский рубль
10000,2015-02-28,40.9845,Белорусский рубль
10000,2015-02-27,41.0209,Белорусский рубль
10000,2015-02-26,42.1486,Белорусский рубль
10000,2015-02-25,42.623,Белорусский рубль
10000,2015-02-21,41.4252,Белорусский рубль
10000,2015-02-20,41.2554,Белорусский рубль
10000,2015-02-19,41.4343,Белорусский рубль
10000,2015-02-18,41.8902,Белорусский рубль
10000,2015-02-17,41.2394,Белорусский рубль
10000,2015-02-14,42.127,Белорусский рубль
10000,2015-02-13,42.6723,Белорусский рубль
10000,2015-02-12,42.9649,Белорусский рубль
10000,2015-02-11,42.4704,Белорусский рубль
10000,2015-02-10,42.5084,Белорусский рубль
10000,2015-02-07,42.2812,Белорусский рубль
10000,2015-02-06,44.5528,Белорусский рубль
10000,2015-02-05,41.7392,Белорусский рубль
10000,2015-02-04,43.1536,Белорусский рубль
10000,2015-02-03,44.4569,Белорусский рубль
10000,2015-01-31,44.1005,Белорусский рубль
10000,2015-01-30,44.4138,Белорусский рубль
10000,2015-01-29,43.1074,Белорусский рубль
10000,2015-01-28,44.1506,Белорусский рубль
10000,2015-01-27,43.2391,Белорусский рубль
10000,2015-01-24,39.0111,Белорусский рубль
10000,2015-01-23,43.1043,Белорусский рубль
10000,2015-01-22,43.4432,Белорусский рубль
10000,2015-01-21,43.0087,Белорусский рубль
10000,2015-01-20,42.9064,Белорусский рубль
10000,2015-01-17,42.7229,Белорусский рубль
10000,2015-01-16,42.5,Белорусский рубль
10000,2015-01-15,45.444,Белорусский рубль
10000,2015-01-14,44.642,Белорусский рубль
10000,2015-01-13,43.9638,Белорусский рубль
10000,2015-01-01,38.7846,Белорусский рубль
10000,2014-12-31,38.7989,Белорусский рубль
10000,2014-12-30,51.5274,Белорусский рубль
10000,2014-12-27,47.1752,Белорусский рубль
10000,2014-12-26,48.139,Белорусский рубль
10000,2014-12-25,49.8548,Белорусский рубль
10000,2014-12-24,49.9256,Белорусский рубль
10000,2014-12-23,49.7744,Белорусский рубль
10000,2014-12-20,53.2303,Белорусский рубль
10000,2014-12-19,52.2832,Белорусский рубль
10000,2014-12-18,58.5616,Белорусский рубль
10000,2014-12-17,54.5993,Белорусский рубль
10000,2014-12-16,52.4459,Белорусский рубль
10000,2014-12-13,51.047,Белорусский рубль
10000,2014-12-12,49.9938,Белорусский рубль
10000,2014-12-11,49.0075,Белорусский рубль
10000,2014-12-10,49.2385,Белорусский рубль
10000,2014-12-09,48.4397,Белорусский рубль
10000,2014-12-06,48.2807,Белорусский рубль
10000,2014-12-05,48.012,Белорусский рубль
10000,2014-12-04,49.8918,Белорусский рубль
10000,2014-12-03,46.8987,Белорусский рубль
10000,2014-12-02,47.6165,Белорусский рубль
10000,2014-11-29,45.3327,Белорусский рубль
10000,2014-11-28,43.7274,Белорусский рубль
10000,2014-11-27,42.5912,Белорусский рубль
10000,2014-11-26,41.2622,Белорусский рубль
10000,2014-11-25,41.0873,Белорусский рубль
10000,2014-11-22,42.0501,Белорусский рубль
10000,2014-11-21,42.9666,Белорусский рубль
10000,2014-11-20,43.2852,Белорусский рубль
10000,2014-11-19,43.3392,Белорусский рубль
10000,2014-11-18,43.665,Белорусский рубль
10000,2014-11-15,43.8004,Белорусский рубль
10000,2014-11-14,42.6278,Белорусский рубль
10000,2014-11-13,42.9055,Белорусский рубль
10000,2014-11-12,42.6865,Белорусский рубль
10000,2014-11-11,42.6709,Белорусский рубль
10000,2014-11-08,44.4544,Белорусский рубль
10000,2014-11-07,42.0525,Белорусский рубль
10000,2014-11-06,41.3401,Белорусский рубль
10000,2014-11-01,39.1078,Белорусский рубль
10000,2014-10-31,40.4232,Белорусский рубль
10000,2014-10-30,39.8063,Белорусский рубль
10000,2014-10-29,39.5276,Белорусский рубль
10000,2014-10-28,39.2053,Белорусский рубль
10000,2014-10-25,38.9293,Белорусский рубль
10000,2014-10-24,38.7449,Белорусский рубль
10000,2014-10-23,38.3228,Белорусский рубль
10000,2014-10-22,38.4724,Белорусский рубль
10000,2014-10-21,38.3144,Белорусский рубль
10000,2014-10-18,38.3598,Белорусский рубль
10000,2014-10-17,38.1157,Белорусский рубль
10000,2014-10-16,38.3348,Белорусский рубль
10000,2014-10-15,37.8789,Белорусский рубль
10000,2014-10-14,37.8995,Белорусский рубль
10000,2014-10-11,37.6169,Белорусский рубль
10000,2014-10-10,37.5047,Белорусский рубль
10000,2014-10-09,37.4362,Белорусский рубль
10000,2014-10-08,37.3162,Белорусский рубль
10000,2014-10-07,37.5066,Белорусский рубль
10000,2014-10-04,37.3102,Белорусский рубль
10000,2014-10-03,37.3089,Белорусский рубль
10000,2014-10-02,37.2748,Белорусский рубль
10000,2014-10-01,37.1193,Белорусский рубль
10000,2014-09-30,37.1572,Белорусский рубль
10000,2014-09-27,36.4636,Белорусский рубль
10000,2014-09-26,36.1669,Белорусский рубль
10000,2014-09-25,36.2104,Белорусский рубль
10000,2014-09-24,36.582,Белорусский рубль
10000,2014-09-23,36.6017,Белорусский рубль
10000,2014-09-20,36.3763,Белорусский рубль
10000,2014-09-19,36.4179,Белорусский рубль
10000,2014-09-18,36.3719,Белорусский рубль
10000,2014-09-17,36.688,Белорусский рубль
10000,2014-09-16,36.1085,Белорусский рубль
10000,2014-09-13,35.8273,Белорусский рубль
10000,2014-09-12,35.596,Белорусский рубль
10000,2014-09-11,35.4331,Белорусский рубль
10000,2014-09-10,35.3134,Белорусский рубль
10000,2014-09-09,35.388,Белорусский рубль
10000,2014-09-06,35.2645,Белорусский рубль
10000,2014-09-05,35.1853,Белорусский рубль
10000,2014-09-04,35.7284,Белорусский рубль
10000,2014-09-03,35.7911,Белорусский рубль
10000,2014-09-02,35.5864,Белорусский рубль
10000,2014-08-30,35.409,Белорусский рубль
10000,2014-08-29,34.8252,Белорусский рубль
10000,2014-08-28,34.6997,Белорусский рубль
10000,2014-08-27,34.6793,Белорусский рубль
10000,2014-08-26,34.5647,Белорусский рубль
10000,2014-08-23,34.4523,Белорусский рубль
10000,2014-08-22,34.8005,Белорусский рубль
10000,2014-08-21,34.8475,Белорусский рубль
10000,2014-08-20,34.7707,Белорусский рубль
10000,2014-08-19,34.677,Белорусский рубль
10000,2014-08-16,34.7001,Белорусский рубль
10000,2014-08-15,34.6867,Белорусский рубль
10000,2014-08-14,34.8961,Белорусский рубль
10000,2014-08-13,34.8349,Белорусский рубль
10000,2014-08-12,34.8117,Белорусский рубль
10000,2014-08-09,35.0781,Белорусский рубль
10000,2014-08-08,35.0407,Белорусский рубль
10000,2014-08-07,34.9566,Белорусский рубль
10000,2014-08-06,34.6383,Белорусский рубль
10000,2014-08-05,34.4213,Белорусский рубль
10000,2014-08-02,34.6026,Белорусский рубль
10000,2014-08-01,34.3448,Белорусский рубль
10000,2014-07-31,34.6361,Белорусский рубль
10000,2014-07-30,34.5792,Белорусский рубль
10000,2014-07-29,34.1835,Белорусский рубль
10000,2014-07-26,34.016,Белорусский рубль
10000,2014-07-25,34.09,Белорусский рубль
10000,2014-07-24,33.8291,Белорусский рубль
10000,2014-07-23,33.9522,Белорусский рубль
10000,2014-07-22,34.1176,Белорусский рубль
10000,2014-07-19,34.2216,Белорусский рубль
10000,2014-07-18,33.9014,Белорусский рубль
10000,2014-07-17,33.465,Белорусский рубль
10000,2014-07-16,33.4849,Белорусский рубль
10000,2014-07-15,33.5093,Белорусский рубль
10000,2014-07-12,33.2437,Белорусский рубль
10000,2014-07-11,33.0262,Белорусский рубль
10000,2014-07-10,33.2609,Белорусский рубль
10000,2014-07-09,33.6518,Белорусский рубль
10000,2014-07-08,33.825,Белорусский рубль
10000,2014-07-05,33.6176,Белорусский рубль
10000,2014-07-04,33.4916,Белорусский рубль
10000,2014-07-03,33.5452,Белорусский рубль
10000,2014-07-02,33.5071,Белорусский рубль
10000,2014-07-01,33.1798,Белорусский рубль
10000,2014-06-28,32.9712,Белорусский рубль
10000,2014-06-27,33.0566,Белорусский рубль
10000,2014-06-26,33.2585,Белорусский рубль
10000,2014-06-25,33.3312,Белорусский рубль
10000,2014-06-24,33.6736,Белорусский рубль
10000,2014-06-21,33.7938,Белорусский рубль
10000,2014-06-20,33.7291,Белорусский рубль
10000,2014-06-19,34.2411,Белорусский рубль
10000,2014-06-18,34.194,Белорусский рубль
10000,2014-06-17,33.9876,Белорусский рубль
10000,2014-06-12,33.8488,Белорусский рубль
10000,2014-06-11,33.927,Белорусский рубль
10000,2014-06-10,33.823,Белорусский рубль
10000,2014-06-07,34.1788,Белорусский рубль
10000,2014-06-06,34.4224,Белорусский рубль
10000,2014-06-05,34.6888,Белорусский рубль
10000,2014-06-04,34.6306,Белорусский рубль
10000,2014-06-03,34.475,Белорусский рубль
10000,2014-05-31,34.4595,Белорусский рубль
10000,2014-05-30,34.3731,Белорусский рубль
10000,2014-05-29,34.2498,Белорусский рубль
10000,2014-05-28,34.0528,Белорусский рубль
10000,2014-05-27,33.7397,Белорусский рубль
10000,2014-05-24,34.0585,Белорусский рубль
10000,2014-05-23,34.1436,Белорусский рубль
10000,2014-05-22,34.2849,Белорусский рубль
10000,2014-05-21,34.4972,Белорусский рубль
10000,2014-05-20,34.4979,Белорусский рубль
10000,2014-05-17,34.6667,Белорусский рубль
10000,2014-05-16,34.545,Белорусский рубль
10000,2014-05-15,34.5879,Белорусский рубль
10000,2014-05-14,34.7399,Белорусский рубль
10000,2014-05-13,35.1213,Белорусский рубль
10000,2014-05-09,34.9818,Белорусский рубль
10000,2014-05-08,35.4616,Белорусский рубль
10000,2014-05-07,35.6016,Белорусский рубль
10000,2014-05-06,35.8023,Белорусский рубль
10000,2014-05-01,35.7585,Белорусский рубль
10000,2014-04-30,35.734,Белорусский рубль
10000,2014-04-29,35.9885,Белорусский рубль
10000,2014-04-26,35.9649,Белорусский рубль
10000,2014-04-25,35.7187,Белорусский рубль
10000,2014-04-24,35.734,Белорусский рубль
10000,2014-04-23,35.7321,Белорусский рубль
10000,2014-04-22,35.7761,Белорусский рубль
10000,2014-04-19,35.6458,Белорусский рубль
10000,2014-04-18,36.1456,Белорусский рубль
10000,2014-04-17,36.208,Белорусский рубль
10000,2014-04-16,36.217,Белорусский рубль
10000,2014-04-15,36.1335,Белорусский рубль
10000,2014-04-12,35.8389,Белорусский рубль
10000,2014-04-11,35.7727,Белорусский рубль
10000,2014-04-10,36.074,Белорусский рубль
10000,2014-04-09,35.7981,Белорусский рубль
10000,2014-04-08,35.772,Белорусский рубль
10000,2014-04-05,35.8234,Белорусский рубль
10000,2014-04-04,35.8199,Белорусский рубль
10000,2014-04-03,35.5898,Белорусский рубль
10000,2014-04-02,35.3957,Белорусский рубль
10000,2014-04-01,36.0013,Белорусский рубль
10000,2014-03-29,36.1205,Белорусский рубль
10000,2014-03-28,36.1228,Белорусский рубль
10000,2014-03-27,35.88,Белорусский рубль
10000,2014-03-26,36.4049,Белорусский рубль
10000,2014-03-25,36.6612,Белорусский рубль
10000,2014-03-22,36.9004,Белорусский рубль
10000,2014-03-21,36.658,Белорусский рубль
10000,2014-03-20,36.7211,Белорусский рубль
10000,2014-03-19,37.0414,Белорусский рубль
10000,2014-03-18,37.2654,Белорусский рубль
10000,2014-03-15,37.3487,Белорусский рубль
10000,2014-03-14,37.0494,Белорусский рубль
10000,2014-03-13,37.2311,Белорусский рубль
10000,2014-03-12,37.031,Белорусский рубль
10000,2014-03-08,37.0396,Белорусский рубль
10000,2014-03-07,36.8812,Белорусский рубль
10000,2014-03-06,36.8025,Белорусский рубль
10000,2014-03-05,37.0999,Белорусский рубль
10000,2014-03-04,37.1587,Белорусский рубль
10000,2014-03-01,36.942,Белорусский рубль
10000,2014-02-28,36.7858,Белорусский рубль
10000,2014-02-27,36.6109,Белорусский рубль
10000,2014-02-26,36.367,Белорусский рубль
10000,2014-02-25,36.3658,Белорусский рубль
10000,2014-02-22,36.5228,Белорусский рубль
10000,2014-02-21,36.7218,Белорусский рубль
10000,2014-02-20,36.5732,Белорусский рубль
10000,2014-02-19,36.1793,Белорусский рубль
10000,2014-02-18,36.0715,Белорусский рубль
10000,2014-02-15,36.2715,Белорусский рубль
10000,2014-02-14,35.9208,Белорусский рубль
10000,2014-02-13,35.8161,Белорусский рубль
10000,2014-02-12,35.8911,Белорусский рубль
10000,2014-02-11,35.8757,Белорусский рубль
10000,2014-02-08,35.7483,Белорусский рубль
10000,2014-02-07,35.8582,Белорусский рубль
10000,2014-02-06,36.0962,Белорусский рубль
10000,2014-02-05,36.641,Белорусский рубль
10000,2014-02-04,36.4937,Белорусский рубль
10000,2014-02-01,36.4182,Белорусский рубль
10000,2014-01-31,36.599,Белорусский рубль
10000,2014-01-30,35.854,Белорусский рубль
10000,2014-01-29,35.918,Белорусский рубль
10000,2014-01-28,36.0429,Белорусский рубль
10000,2014-01-25,35.6133,Белорусский рубль
10000,2014-01-24,35.3962,Белорусский рубль
10000,2014-01-23,35.2433,Белорусский рубль
10000,2014-01-22,35.1976,Белорусский рубль
10000,2014-01-21,35.0173,Белорусский рубль
10000,2014-01-18,34.8728,Белорусский рубль
10000,2014-01-17,34.8112,Белорусский рубль
10000,2014-01-16,34.746,Белорусский рубль
10000,2014-01-15,34.6958,Белорусский рубль
10000,2014-01-14,34.5724,Белорусский рубль
10000,2014-01-11,34.6982,Белорусский рубль
10000,2014-01-10,34.6806,Белорусский рубль
10000,2014-01-01,34.2334,Белорусский рубль
10000,2013-12-31,34.3073,Белорусский рубль
10000,2013-12-28,34.2374,Белорусский рубль
10000,2013-12-27,34.3363,Белорусский рубль
10000,2013-12-26,34.3129,Белорусский рубль
10000,2013-12-25,34.2915,Белорусский рубль
10000,2013-12-24,34.6484,Белорусский рубль
10000,2013-12-21,34.7339,Белорусский рубль
10000,2013-12-20,34.7419,Белорусский рубль
10000,2013-12-19,34.7656,Белорусский рубль
10000,2013-12-18,34.7222,Белорусский рубль
10000,2013-12-17,34.7052,Белорусский рубль
10000,2013-12-14,34.7608,Белорусский рубль
10000,2013-12-13,34.6947,Белорусский рубль
10000,2013-12-12,34.6732,Белорусский рубль
10000,2013-12-11,34.7849,Белорусский рубль
10000,2013-12-10,34.6859,Белорусский рубль
10000,2013-12-07,34.9617,Белорусский рубль
10000,2013-12-06,35.1156,Белорусский рубль
10000,2013-12-05,35.3488,Белорусский рубль
10000,2013-12-04,35.4813,Белорусский рубль
10000,2013-12-03,35.4906,Белорусский рубль
10000,2013-11-30,35.499,Белорусский рубль
10000,2013-11-29,35.3987,Белорусский рубль
10000,2013-11-28,35.2608,Белорусский рубль
10000,2013-11-27,35.3379,Белорусский рубль
10000,2013-11-26,35.0517,Белорусский рубль
10000,2013-11-23,35.2685,Белорусский рубль
10000,2013-11-22,35.3891,Белорусский рубль
10000,2013-11-21,35.0929,Белорусский рубль
10000,2013-11-20,34.9516,Белорусский рубль
10000,2013-11-19,34.9606,Белорусский рубль
10000,2013-11-16,35.0463,Белорусский рубль
10000,2013-11-15,35.0723,Белорусский рубль
10000,2013-11-14,35.2129,Белорусский рубль
10000,2013-11-13,35.296,Белорусский рубль
10000,2013-11-12,35.1395,Белорусский рубль
10000,2013-11-09,35.0732,Белорусский рубль
10000,2013-11-08,34.8926,Белорусский рубль
10000,2013-11-07,34.9689,Белорусский рубль
10000,2013-11-06,35.0687,Белорусский рубль
10000,2013-11-02,34.7525,Белорусский рубль
10000,2013-11-01,34.6578,Белорусский рубль
10000,2013-10-31,34.6796,Белорусский рубль
10000,2013-10-30,34.6282,Белорусский рубль
10000,2013-10-29,34.5031,Белорусский рубль
10000,2013-10-26,34.3947,Белорусский рубль
10000,2013-10-25,34.415,Белорусский рубль
10000,2013-10-24,34.5052,Белорусский рубль
10000,2013-10-23,34.7115,Белорусский рубль
10000,2013-10-22,34.6377,Белорусский рубль
10000,2013-10-19,34.5776,Белорусский рубль
10000,2013-10-18,34.8334,Белорусский рубль
10000,2013-10-17,35.1565,Белорусский рубль
10000,2013-10-16,35.2074,Белорусский рубль
10000,2013-10-15,35.1868,Белорусский рубль
10000,2013-10-12,35.1099,Белорусский рубль
10000,2013-10-11,35.2851,Белорусский рубль
10000,2013-10-10,35.2911,Белорусский рубль
10000,2013-10-09,35.2795,Белорусский рубль
10000,2013-10-08,35.351,Белорусский рубль
10000,2013-10-05,35.1786,Белорусский рубль
10000,2013-10-04,35.1477,Белорусский рубль
10000,2013-10-03,35.4338,Белорусский рубль
10000,2013-10-02,35.5297,Белорусский рубль
10000,2013-10-01,35.677,Белорусский рубль
10000,2013-09-28,35.6028,Белорусский рубль
10000,2013-09-27,35.4725,Белорусский рубль
10000,2013-09-26,35.2476,Белорусский рубль
10000,2013-09-25,35.1372,Белорусский рубль
10000,2013-09-24,35.2603,Белорусский рубль
10000,2013-09-21,35.1219,Белорусский рубль
10000,2013-09-20,34.9245,Белорусский рубль
10000,2013-09-19,35.7087,Белорусский рубль
10000,2013-09-18,35.7959,Белорусский рубль
10000,2013-09-17,35.7198,Белорусский рубль
10000,2013-09-14,36.2375,Белорусский рубль
10000,2013-09-13,36.0233,Белорусский рубль
10000,2013-09-12,36.3228,Белорусский рубль
10000,2013-09-11,36.5102,Белорусский рубль
10000,2013-09-10,36.7818,Белорусский рубль
10000,2013-09-07,36.9434,Белорусский рубль
10000,2013-09-06,36.8544,Белорусский рубль
10000,2013-09-05,36.999,Белорусский рубль
10000,2013-09-04,36.9743,Белорусский рубль
10000,2013-09-03,36.8854,Белорусский рубль
10000,2013-08-31,36.8801,Белорусский рубль
10000,2013-08-30,37.05,Белорусский рубль
10000,2013-08-29,37.031,Белорусский рубль
10000,2013-08-28,37.0083,Белорусский рубль
10000,2013-08-27,36.8846,Белорусский рубль
10000,2013-08-24,36.9952,Белорусский рубль
10000,2013-08-23,37.1886,Белорусский рубль
10000,2013-08-22,36.966,Белорусский рубль
10000,2013-08-21,36.9962,Белорусский рубль
10000,2013-08-20,36.8674,Белорусский рубль
10000,2013-08-17,36.9099,Белорусский рубль
10000,2013-08-16,36.9339,Белорусский рубль
10000,2013-08-15,37.173,Белорусский рубль
10000,2013-08-14,36.9811,Белорусский рубль
10000,2013-08-13,36.9562,Белорусский рубль
10000,2013-08-10,36.922,Белорусский рубль
10000,2013-08-09,37.0113,Белорусский рубль
10000,2013-08-08,37.02,Белорусский рубль
10000,2013-08-07,37.0935,Белорусский рубль
10000,2013-08-06,37.0283,Белорусский рубль
10000,2013-08-03,37.3564,Белорусский рубль
10000,2013-08-02,37.0704,Белорусский рубль
10000,2013-08-01,37.1366,Белорусский рубль
10000,2013-07-31,36.9967,Белорусский рубль
10000,2013-07-30,36.9164,Белорусский рубль
10000,2013-07-27,36.8365,Белорусский рубль
10000,2013-07-26,36.5591,Белорусский рубль
10000,2013-07-25,36.4875,Белорусский рубль
10000,2013-07-24,36.3858,Белорусский рубль
10000,2013-07-23,36.462,Белорусский рубль
10000,2013-07-20,36.4369,Белорусский рубль
10000,2013-07-19,36.3838,Белорусский рубль
10000,2013-07-18,36.4841,Белорусский рубль
10000,2013-07-17,36.6254,Белорусский рубль
10000,2013-07-16,36.7365,Белорусский рубль
10000,2013-07-13,36.8638,Белорусский рубль
10000,2013-07-12,36.5937,Белорусский рубль
10000,2013-07-11,36.8546,Белорусский рубль
10000,2013-07-10,37.257,Белорусский рубль
10000,2013-07-09,37.5448,Белорусский рубль
10000,2013-07-06,37.5633,Белорусский рубль
10000,2013-07-05,37.4907,Белорусский рубль
10000,2013-07-04,37.6435,Белорусский рубль
10000,2013-07-03,37.3766,Белорусский рубль
10000,2013-07-02,37.268,Белорусский рубль
10000,2013-06-29,37.2116,Белорусский рубль
10000,2013-06-28,37.4876,Белорусский рубль
10000,2013-06-27,37.5215,Белорусский рубль
10000,2013-06-26,37.4731,Белорусский рубль
10000,2013-06-25,37.5896,Белорусский рубль
10000,2013-06-22,37.3995,Белорусский рубль
10000,2013-06-21,37.4403,Белорусский рубль
10000,2013-06-20,36.8984,Белорусский рубль
10000,2013-06-19,36.6254,Белорусский рубль
10000,2013-06-18,36.4545,Белорусский рубль
10000,2013-06-15,36.367,Белорусский рубль
10000,2013-06-14,36.9465,Белорусский рубль
10000,2013-06-12,37.2786,Белорусский рубль
10000,2013-06-11,37.1334,Белорусский рубль
10000,2013-06-08,37.0146,Белорусский рубль
10000,2013-06-07,36.7928,Белорусский рубль
10000,2013-06-06,36.6972,Белорусский рубль
10000,2013-06-05,36.6123,Белорусский рубль
10000,2013-06-04,36.88,Белорусский рубль
10000,2013-06-01,36.5914,Белорусский рубль
10000,2013-05-31,36.2887,Белорусский рубль
10000,2013-05-30,36.2094,Белорусский рубль
10000,2013-05-29,36.005,Белорусский рубль
10000,2013-05-28,36.0213,Белорусский рубль
10000,2013-05-25,35.9752,Белорусский рубль
10000,2013-05-24,36.1945,Белорусский рубль
10000,2013-05-23,35.9562,Белорусский рубль
10000,2013-05-22,35.8975,Белорусский рубль
10000,2013-05-21,36.1067,Белорусский рубль
10000,2013-05-18,36.1463,Белорусский рубль
10000,2013-05-17,36.1734,Белорусский рубль
10000,2013-05-16,36.145,Белорусский рубль
10000,2013-05-15,35.9929,Белорусский рубль
10000,2013-05-14,36.2538,Белорусский рубль
10000,2013-05-09,35.7686,Белорусский рубль
10000,2013-05-08,35.9086,Белорусский рубль
10000,2013-05-07,35.8729,Белорусский рубль
10000,2013-05-01,35.9714,Белорусский рубль
10000,2013-04-30,36.1549,Белорусский рубль
10000,2013-04-27,36.0712,Белорусский рубль
10000,2013-04-26,36.1836,Белорусский рубль
10000,2013-04-25,36.459,Белорусский рубль
10000,2013-04-24,36.6008,Белорусский рубль
10000,2013-04-23,36.62,Белорусский рубль
10000,2013-04-20,36.3495,Белорусский рубль
10000,2013-04-19,36.6861,Белорусский рубль
10000,2013-04-18,36.0231,Белорусский рубль
10000,2013-04-17,36.2759,Белорусский рубль
10000,2013-04-16,36.1909,Белорусский рубль
10000,2013-04-13,35.8618,Белорусский рубль
10000,2013-04-12,35.8877,Белорусский рубль
10000,2013-04-11,35.863,Белорусский рубль
10000,2013-04-10,35.9546,Белорусский рубль
10000,2013-04-09,36.3802,Белорусский рубль
10000,2013-04-06,36.6404,Белорусский рубль
10000,2013-04-05,36.5021,Белорусский рубль
10000,2013-04-04,36.1657,Белорусский рубль
10000,2013-04-03,35.9121,Белорусский рубль
10000,2013-04-02,35.923,Белорусский рубль
10000,2013-03-30,35.8104,Белорусский рубль
10000,2013-03-29,35.7924,Белорусский рубль
10000,2013-03-28,35.6798,Белорусский рубль
10000,2013-03-27,35.7745,Белорусский рубль
10000,2013-03-26,35.6827,Белорусский рубль
10000,2013-03-23,35.9471,Белорусский рубль
10000,2013-03-22,35.8796,Белорусский рубль
10000,2013-03-21,35.7741,Белорусский рубль
10000,2013-03-20,35.7018,Белорусский рубль
10000,2013-03-19,35.7615,Белорусский рубль
10000,2013-03-16,35.679,Белорусский рубль
10000,2013-03-15,35.6214,Белорусский рубль
10000,2013-03-14,35.7802,Белорусский рубль
10000,2013-03-13,35.7557,Белорусский рубль
10000,2013-03-12,35.7231,Белорусский рубль
10000,2013-03-08,35.7707,Белорусский рубль
10000,2013-03-07,35.4414,Белорусский рубль
10000,2013-03-06,35.5693,Белорусский рубль
10000,2013-03-05,35.7988,Белорусский рубль
10000,2013-03-02,35.6257,Белорусский рубль
10000,2013-03-01,35.4178,Белорусский рубль
10000,2013-02-28,35.5429,Белорусский рубль
10000,2013-02-27,35.4448,Белорусский рубль
10000,2013-02-26,35.2959,Белорусский рубль
10000,2013-02-23,35.3019,Белорусский рубль
10000,2013-02-22,35.1555,Белорусский рубль
10000,2013-02-21,35.0235,Белорусский рубль
10000,2013-02-20,34.9712,Белорусский рубль
10000,2013-02-19,34.9487,Белорусский рубль
10000,2013-02-16,34.8944,Белорусский рубль
10000,2013-02-15,34.7916,Белорусский рубль
